0, +1.9020e+00, +1.0392e+03, +7.3865e+02, +1.0062e+06, 1.076209e-01, 0.000000e+00, -4.705994e-02, 0.000000e+00,
100, +3.3773e-01, +1.6272e+02, +1.2524e+02, +1.5074e+05, 8.324146e-02, 0.000000e+00, -3.639940e-02, 0.000000e+00,
200, +2.7590e-02, +1.2607e+01, +8.7887e+00, +1.1001e+04, 8.598984e-02, 0.000000e+00, -3.760120e-02, 0.000000e+00,
300, +1.0585e-03, +2.6767e-01, +2.7183e-01, +3.5925e+02, 8.676652e-02, 0.000000e+00, -3.794082e-02, 0.000000e+00,
400, +6.6080e-08, +1.9719e-05, +2.4012e-05, +2.6425e-02, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
500, +2.9743e-10, +6.4070e-08, +8.7297e-08, +1.0308e-04, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
600, +1.6200e-12, +3.5288e-10, +4.9867e-10, +5.6997e-07, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
700, +7.8160e-14, +6.5484e-11, +1.5611e-11, +4.6566e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
800, +6.9278e-14, +6.0027e-11, +2.2894e-11, +5.0291e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
900, +6.3949e-14, +7.3669e-11, +1.5550e-11, +5.5879e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1000, +7.4607e-14, +6.9122e-11, +1.3031e-11, +5.9605e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1100, +6.7502e-14, +6.5484e-11, +1.7110e-11, +4.8429e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1200, +7.8160e-14, +6.1846e-11, +1.5209e-11, +4.9360e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1300, +9.9476e-14, +9.0949e-11, +1.5454e-11, +4.8429e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1400, +7.2831e-14, +6.7303e-11, +1.5408e-11, +5.5414e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1500, +7.4607e-14, +7.6398e-11, +1.3337e-11, +5.2154e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1600, +7.8160e-14, +7.0941e-11, +1.3731e-11, +4.9360e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1700, +8.5265e-14, +8.0036e-11, +1.4911e-11, +5.5879e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1800, +7.4607e-14, +6.9122e-11, +1.4879e-11, +4.6566e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
1900, +7.1054e-14, +5.4570e-11, +1.5614e-11, +5.2154e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2000, +6.7502e-14, +5.8208e-11, +1.5898e-11, +4.2841e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2100, +7.8160e-14, +7.0941e-11, +1.6986e-11, +4.4703e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2200, +7.4607e-14, +5.8208e-11, +1.4261e-11, +4.0978e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2300, +6.7502e-14, +6.1846e-11, +1.5589e-11, +4.1910e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2400, +8.1712e-14, +7.4579e-11, +1.8453e-11, +4.2841e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2500, +6.0396e-14, +5.8208e-11, +1.5895e-11, +4.3772e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2600, +7.4607e-14, +7.2760e-11, +1.6499e-11, +4.6566e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2700, +6.7502e-14, +6.5484e-11, +1.3387e-11, +5.5879e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2800, +6.2172e-14, +6.9122e-11, +1.3817e-11, +4.8894e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
2900, +6.3949e-14, +6.1846e-11, +1.4793e-11, +4.8429e-08, 8.678030e-02, 0.000000e+00, -3.794685e-02, 0.000000e+00,
0, +1.8463e+00, +1.0064e+03, +7.1376e+02, +9.8635e+05, 1.077270e-01, 0.000000e+00, -4.710633e-02, 0.000000e+00,
100, +3.0063e-01, +1.4731e+02, +1.0889e+02, +1.3424e+05, 8.325391e-02, 0.000000e+00, -3.640484e-02, 0.000000e+00,
200, +2.6839e-02, +1.1669e+01, +8.6942e+00, +1.0547e+04, 8.601967e-02, 0.000000e+00, -3.761424e-02, 0.000000e+00,
300, +1.0481e-03, +2.6322e-01, +2.6974e-01, +3.5740e+02, 8.681692e-02, 0.000000e+00, -3.796286e-02, 0.000000e+00,
400, +2.8196e-08, +8.0474e-06, +9.2708e-06, +1.0521e-02, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
500, +3.2534e-11, +9.7916e-09, +1.1184e-08, +1.2484e-05, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
600, +7.1054e-14, +7.0941e-11, +1.5223e-11, +6.5193e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
700, +7.1054e-14, +6.9122e-11, +1.4381e-11, +4.4703e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
800, +7.6383e-14, +7.0031e-11, +1.6019e-11, +4.8894e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
900, +7.1054e-14, +6.9122e-11, +1.5888e-11, +4.4703e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1000, +5.5067e-14, +6.3665e-11, +1.3941e-11, +4.5635e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1100, +1.0303e-13, +8.0036e-11, +1.6261e-11, +4.1095e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1200, +8.1712e-14, +7.0031e-11, +1.5355e-11, +4.0978e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1300, +7.1054e-14, +6.9122e-11, +1.3646e-11, +5.0291e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1400, +7.4607e-14, +6.5484e-11, +1.5419e-11, +4.4703e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1500, +7.1054e-14, +6.7303e-11, +1.6694e-11, +5.2154e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1600, +8.1712e-14, +6.5484e-11, +1.3596e-11, +4.0978e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1700, +7.4607e-14, +6.9122e-11, +1.7650e-11, +4.8429e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1800, +6.2172e-14, +6.4574e-11, +1.3408e-11, +4.2841e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
1900, +8.3489e-14, +8.3674e-11, +1.2449e-11, +4.6566e-08, 8.683228e-02, 0.000000e+00, -3.796957e-02, 0.000000e+00,
