-4.982370e-01, -4.525065e-02, 1.851330e-02, 3.384346e-02, -nan,
-4.923404e-01, -3.753227e-01, 2.490585e-02, 3.509390e-01, -nan,
-4.806483e-01, -4.682447e-01, -2.570359e-01, 4.604367e-01, -nan,
-4.672534e-01, -4.009535e-01, -4.051847e-01, 3.943718e-01, -nan,
-4.532404e-01, -3.162451e-01, -4.405064e-01, 3.128110e-01, -nan,
-4.389225e-01, -2.529113e-01, -4.452576e-01, 2.518232e-01, -nan,
-4.244267e-01, -2.045573e-01, -4.389642e-01, 2.039151e-01, -nan,
-4.098164e-01, -1.663387e-01, -4.251483e-01, 1.658226e-01, -nan,
-3.951274e-01, -1.350131e-01, -4.049589e-01, 1.345527e-01, -nan,
-3.803822e-01, -1.078832e-01, -3.763007e-01, 1.073395e-01, -nan,
-3.655955e-01, -8.390158e-02, -3.381479e-01, 8.330289e-02, -nan,
-3.507777e-01, -6.294692e-02, -2.921426e-01, 6.227996e-02, -nan,
-3.359363e-01, -4.521421e-02, -2.402800e-01, 4.467373e-02, -nan,
-3.210767e-01, -3.082480e-02, -1.872932e-01, 3.037677e-02, -nan,
-3.062033e-01, -1.982122e-02, -1.367642e-01, 1.946043e-02, -nan,
-2.913194e-01, -1.173516e-02, -9.049935e-02, 1.133263e-02, -nan,
-2.764276e-01, -6.567079e-03, -4.873440e-02, 6.240937e-03, -nan,
-2.615299e-01, -3.310039e-03, -2.838961e-03, 3.358157e-03, -nan,
-2.466281e-01, -1.021327e-03, 4.289845e-02, 1.074640e-03, -5.143269e-02,
-2.317235e-01, -3.418910e-04, 8.284845e-02, 4.613052e-04, -7.378141e-02,
-2.168172e-01, -6.252395e-04, 1.198214e-01, 7.081650e-04, -9.173044e-02,
-2.019101e-01, -1.381791e-03, 1.471490e-01, 1.268292e-03, -1.053525e-01,
-1.870031e-01, -2.780387e-03, 1.619686e-01, 2.524546e-03, -1.148538e-01,
-1.720968e-01, -4.674224e-03, 1.714725e-01, 4.308598e-03, -1.231956e-01,
-1.571915e-01, -6.822707e-03, 1.789528e-01, 6.421852e-03, -1.317184e-01,
-1.422879e-01, -9.249301e-03, 1.856605e-01, 8.922611e-03, -1.410498e-01,
-1.273861e-01, -1.185514e-02, 1.949816e-01, 1.159961e-02, -1.527975e-01,
-1.124866e-01, -1.431428e-02, 2.034686e-01, 1.409101e-02, -1.661634e-01,
-9.758949e-02, -1.686860e-02, 2.107145e-01, 1.666955e-02, -1.815909e-01,
-8.269497e-02, -1.976569e-02, 2.213634e-01, 1.959849e-02, -2.022424e-01,
-6.780321e-02, -2.248339e-02, 2.310466e-01, 2.238194e-02, -2.282715e-01,
-5.291429e-02, -2.498538e-02, 2.380259e-01, 2.499052e-02, -2.623459e-01,
-3.802832e-02, -2.721166e-02, 2.428292e-01, 2.724782e-02, -3.126830e-01,
-2.314534e-02, -2.922239e-02, 2.456561e-01, 2.929006e-02, -4.032472e-01,
-8.310873e-03, -3.109720e-02, 2.473253e-01, 3.114354e-02, -6.754871e-01,
6.475066e-03, -3.305870e-02, 2.501238e-01, 3.313305e-02, -nan,
2.125797e-02, -3.441915e-02, 2.501906e-01, 3.449597e-02, -nan,
3.603782e-02, -3.536346e-02, 2.466260e-01, 3.545306e-02, -nan,
5.081462e-02, -3.661158e-02, 2.449111e-01, 3.670755e-02, -nan,
6.558840e-02, -3.774877e-02, 2.435466e-01, 3.785400e-02, -nan,
8.035915e-02, -3.863212e-02, 2.413021e-01, 3.873675e-02, -nan,
9.512689e-02, -3.930152e-02, 2.382869e-01, 3.940469e-02, -nan,
1.098916e-01, -3.969722e-02, 2.339024e-01, 3.979278e-02, -nan,
1.246534e-01, -4.011373e-02, 2.298125e-01, 4.020897e-02, -nan,
1.394122e-01, -4.042270e-02, 2.255286e-01, 4.050652e-02, -nan,
1.541681e-01, -4.072227e-02, 2.218200e-01, 4.078858e-02, -nan,
1.689210e-01, -4.063375e-02, 2.167198e-01, 4.074969e-02, -nan,
1.836709e-01, -3.996716e-02, 2.082690e-01, 4.017603e-02, -nan,
1.984179e-01, -3.956417e-02, 2.010147e-01, 3.981820e-02, -nan,
2.131620e-01, -3.926041e-02, 1.951887e-01, 3.955593e-02, -nan,
2.279031e-01, -3.847979e-02, 1.874311e-01, 3.881286e-02, -nan,
2.426412e-01, -3.785997e-02, 1.806396e-01, 3.815333e-02, -nan,
2.573762e-01, -3.741198e-02, 1.750154e-01, 3.762229e-02, -nan,
2.721082e-01, -3.717276e-02, 1.711449e-01, 3.722492e-02, -nan,
2.868371e-01, -3.700949e-02, 1.670145e-01, 3.714765e-02, -nan,
3.015629e-01, -3.646921e-02, 1.621983e-01, 3.655235e-02, -nan,
3.162854e-01, -3.567872e-02, 1.559032e-01, 3.580756e-02, -nan,
3.310046e-01, -3.487547e-02, 1.494923e-01, 3.494275e-02, -nan,
3.457204e-01, -3.499622e-02, 1.464573e-01, 3.507085e-02, -nan,
3.604327e-01, -3.571492e-02, 1.458571e-01, 3.575357e-02, -nan,
3.751414e-01, -3.760052e-02, 1.505437e-01, 3.759744e-02, -nan,
3.898464e-01, -3.882258e-02, 1.537076e-01, 3.881999e-02, -nan,
4.045476e-01, -3.894592e-02, 1.515243e-01, 3.898756e-02, -nan,
4.192447e-01, -4.011420e-02, 1.528839e-01, 4.013823e-02, -nan,
4.339377e-01, -4.109917e-02, 1.542017e-01, 4.109290e-02, -nan,
4.486263e-01, -4.177454e-02, 1.537464e-01, 4.189866e-02, -nan,
4.633104e-01, -4.227195e-02, 1.523060e-01, 4.260106e-02, -nan,
4.779897e-01, -4.248894e-02, 1.490988e-01, 4.300436e-02, -nan,
4.926641e-01, -4.152378e-02, 1.507932e-01, 4.015238e-02, -nan,
