1,
0, 2871, 5,
1.1568562361e+00, 3.4081437915e+01, 8.4887545493e-02, 2.5066841374e+05, 2.4692208462e-05, 
1.1588013319e+00, 3.9127198378e+01, 2.4255423950e-01, 2.5073835987e+05, 5.4398663646e-05, 
1.1595156425e+00, 4.0006735927e+01, 2.7285828377e-01, 2.5077563943e+05, 8.0269604409e-05, 
1.1596757436e+00, 4.0213326313e+01, 2.8286467701e-01, 2.5078033861e+05, 1.0165450535e-04, 
1.1597206121e+00, 4.0266984598e+01, 2.8153590347e-01, 2.5078103336e+05, 1.1923560793e-04, 
1.1597320774e+00, 4.0294805723e+01, 2.7637366692e-01, 2.5078039588e+05, 1.3354433498e-04, 
1.1597315285e+00, 4.0296454411e+01, 2.6974037235e-01, 2.5077876471e+05, 1.4504395962e-04, 
1.1597269324e+00, 4.0294952926e+01, 2.6258941155e-01, 2.5077679991e+05, 1.5414297795e-04, 
1.1597199297e+00, 4.0294884252e+01, 2.5498401185e-01, 2.5077464622e+05, 1.6123327955e-04, 
1.1597113545e+00, 4.0292939233e+01, 2.4693292377e-01, 2.5077236268e+05, 1.6668363642e-04, 
1.1597013710e+00, 4.0291424008e+01, 2.3855853813e-01, 2.5076990349e+05, 1.7082621503e-04, 
1.1596904651e+00, 4.0289757372e+01, 2.2986055486e-01, 2.5076730656e+05, 1.7395469192e-04, 
1.1596787887e+00, 4.0288303906e+01, 2.2088866790e-01, 2.5076456232e+05, 1.7629517349e-04, 
1.1596665383e+00, 4.0287290156e+01, 2.1164933004e-01, 2.5076167478e+05, 1.7804993791e-04, 
1.1596538149e+00, 4.0286808571e+01, 2.0212663239e-01, 2.5075863903e+05, 1.7937210049e-04, 
1.1596406260e+00, 4.0286530406e+01, 1.9231227496e-01, 2.5075545387e+05, 1.8037653521e-04, 
1.1596269150e+00, 4.0286068810e+01, 1.8226601801e-01, 2.5075212524e+05, 1.8114817174e-04, 
1.1596126378e+00, 4.0285507961e+01, 1.7210458900e-01, 2.5074865517e+05, 1.8174141312e-04, 
1.1595978332e+00, 4.0285017635e+01, 1.6194273088e-01, 2.5074505032e+05, 1.8219778450e-04, 
1.1595825354e+00, 4.0284664075e+01, 1.5188491642e-01, 2.5074131117e+05, 1.8255021189e-04, 
1.1595668238e+00, 4.0284187456e+01, 1.4207010959e-01, 2.5073746018e+05, 1.8282327565e-04, 
1.1595507116e+00, 4.0283887651e+01, 1.3269094000e-01, 2.5073349045e+05, 1.8303510752e-04, 
1.1595343026e+00, 4.0283943366e+01, 1.2386991999e-01, 2.5072940566e+05, 1.8320604301e-04, 
1.1595176821e+00, 4.0284286144e+01, 1.1571666759e-01, 2.5072521307e+05, 1.8339753175e-04, 
1.1595007802e+00, 4.0284817086e+01, 1.0836172432e-01, 2.5072090158e+05, 1.8362546596e-04, 
1.1594834499e+00, 4.0285358555e+01, 1.0201693103e-01, 2.5071652449e+05, 1.8373064547e-04, 
1.1594662152e+00, 4.0286262436e+01, 9.6698494967e-02, 2.5071193049e+05, 1.8377227042e-04, 
1.1594499068e+00, 4.0286974457e+01, 9.2859463178e-02, 2.5070770181e+05, 1.8378891757e-04, 
1.1594264925e+00, 4.0288285681e+01, 8.8437927540e-02, 2.5070161553e+05, 1.8380137504e-04, 
1.1569131410e+00, 2.6408602024e+01, 1.2146938928e-01, 2.5043869535e+05, 2.0664181570e-05, 
1.1577499003e+00, 3.6404664234e+01, 3.5097927742e-01, 2.5060995595e+05, 3.9872977953e-05, 
1.1588638877e+00, 3.9171497461e+01, 4.1715015038e-01, 2.5069863410e+05, 5.0985390932e-05, 
1.1593541341e+00, 4.0031568105e+01, 4.4712619003e-01, 2.5072766662e+05, 6.8735141615e-05, 
1.1594816566e+00, 4.0321707061e+01, 4.5480530554e-01, 2.5073199890e+05, 8.6758872090e-05, 
1.1595101339e+00, 4.0415273578e+01, 4.5314796382e-01, 2.5073279617e+05, 1.0348983693e-04, 
1.1595099010e+00, 4.0445133399e+01, 4.4748644031e-01, 2.5073192511e+05, 1.1841352989e-04, 
1.1595063726e+00, 4.0448664928e+01, 4.3907148844e-01, 2.5073123051e+05, 1.3134679503e-04, 
1.1595025159e+00, 4.0451408945e+01, 4.2891793623e-01, 2.5073045983e+05, 1.4226694407e-04, 
1.1594998019e+00, 4.0443819904e+01, 4.1742262306e-01, 2.5072977116e+05, 1.5126443212e-04, 
1.1594966979e+00, 4.0437175656e+01, 4.0499231566e-01, 2.5072892919e+05, 1.5851388642e-04, 
1.1594942156e+00, 4.0427458698e+01, 3.9172496009e-01, 2.5072810917e+05, 1.6424439067e-04, 
1.1594919456e+00, 4.0417410596e+01, 3.7797449737e-01, 2.5072723579e+05, 1.6869970254e-04, 
1.1594897455e+00, 4.0408587466e+01, 3.6374707978e-01, 2.5072629822e+05, 1.7212770074e-04, 
1.1594881712e+00, 4.0401029497e+01, 3.4900944125e-01, 2.5072534431e+05, 1.7475320170e-04, 
1.1594864693e+00, 4.0393839030e+01, 3.3376379564e-01, 2.5072432019e+05, 1.7676562243e-04, 
1.1594841632e+00, 4.0385854478e+01, 3.1808472671e-01, 2.5072321407e+05, 1.7831619329e-04, 
1.1594812405e+00, 4.0377087674e+01, 3.0216104563e-01, 2.5072201119e+05, 1.7951709897e-04, 
1.1594783207e+00, 4.0368104214e+01, 2.8620816710e-01, 2.5072071372e+05, 1.8044698565e-04, 
1.1594748387e+00, 4.0359409401e+01, 2.7035720280e-01, 2.5071929731e+05, 1.8116870266e-04, 
1.1594700543e+00, 4.0350476397e+01, 2.5461181668e-01, 2.5071770924e+05, 1.8173131930e-04, 
1.1594650668e+00, 4.0341678383e+01, 2.3912824202e-01, 2.5071603191e+05, 1.8217128446e-04, 
1.1594600860e+00, 4.0333426395e+01, 2.2419474778e-01, 2.5071424645e+05, 1.8252459228e-04, 
1.1594549044e+00, 4.0325642024e+01, 2.1012416000e-01, 2.5071236156e+05, 1.8286353207e-04, 
1.1594492202e+00, 4.0318236408e+01, 1.9723962690e-01, 2.5071033182e+05, 1.8327002467e-04, 
1.1594450778e+00, 4.0311077044e+01, 1.8599215392e-01, 2.5070822128e+05, 1.8356628807e-04, 
1.1594369176e+00, 4.0304804371e+01, 1.7671433386e-01, 2.5070589344e+05, 1.8369658520e-04, 
1.1594318111e+00, 4.0299666955e+01, 1.6999393106e-01, 2.5070391815e+05, 1.8376332563e-04, 
1.1594230438e+00, 4.0293035401e+01, 1.6394896645e-01, 2.5070088264e+05, 1.8380874561e-04, 
1.1566904554e+00, 1.9085344561e+01, 1.0494892279e-01, 2.5026241204e+05, 2.0790823203e-05, 
1.1572794505e+00, 3.3017066027e+01, 3.1596249279e-01, 2.5049045327e+05, 4.0591351836e-05, 
1.1583181245e+00, 3.7854380944e+01, 4.0138612103e-01, 2.5063570446e+05, 4.8121379426e-05, 
1.1590111292e+00, 3.9590409101e+01, 4.4339381751e-01, 2.5069266468e+05, 5.5232103695e-05, 
1.1593253419e+00, 4.0227110133e+01, 4.5989586410e-01, 2.5071450117e+05, 6.9154256304e-05, 
1.1594232012e+00, 4.0444485707e+01, 4.6417479594e-01, 2.5071937399e+05, 8.4706666747e-05, 
1.1594499182e+00, 4.0532899291e+01, 4.6226652490e-01, 2.5072094261e+05, 9.9982309350e-05, 
1.1594587344e+00, 4.0562154884e+01, 4.5766003679e-01, 2.5072183010e+05, 1.1418417370e-04, 
1.1594647469e+00, 4.0580213272e+01, 4.5124888884e-01, 2.5072302664e+05, 1.2692194406e-04, 
1.1594679808e+00, 4.0575730373e+01, 4.4364410985e-01, 2.5072358092e+05, 1.3800499551e-04, 
1.1594679141e+00, 4.0571059240e+01, 4.3470623220e-01, 2.5072336561e+05, 1.4738549674e-04, 
1.1594676111e+00, 4.0556804283e+01, 4.2454285043e-01, 2.5072294730e+05, 1.5512407330e-04, 
1.1594666392e+00, 4.0540142940e+01, 4.1369130588e-01, 2.5072230630e+05, 1.6136200009e-04, 
1.1594658131e+00, 4.0525208099e+01, 4.0228633993e-01, 2.5072164218e+05, 1.6629893962e-04, 
1.1594632435e+00, 4.0510607977e+01, 3.9036161508e-01, 2.5072052746e+05, 1.7015667776e-04, 
