6.313131e-04, -3.242939e-01, 4.709565e+01, 3.089550e-01, 3.309603e+00,
1.893939e-03, -2.284020e-01, 2.223227e+01, 2.222928e-01, 2.392071e+00,
3.156566e-03, -8.623265e-02, 1.149550e+01, 7.301229e-02, 1.748183e+00,
4.419192e-03, -3.078107e-02, 7.857749e+00, 2.524899e-02, 1.453362e+00,
5.681818e-03, -1.501296e-02, 6.318091e+00, 1.302773e-02, 1.305772e+00,
6.944444e-03, -9.190527e-03, 5.442857e+00, 8.331906e-03, 1.212847e+00,
8.207071e-03, -5.913465e-03, 4.891976e+00, 5.441282e-03, 1.150195e+00,
9.469697e-03, -3.860108e-03, 4.536923e+00, 3.553750e-03, 1.107857e+00,
1.073232e-02, -2.607144e-03, 4.300871e+00, 2.393908e-03, 1.078773e+00,
1.199495e-02, -1.846299e-03, 4.136734e+00, 1.697132e-03, 1.058081e+00,
1.325758e-02, -1.359678e-03, 4.017677e+00, 1.251205e-03, 1.042821e+00,
1.452020e-02, -1.033551e-03, 3.928332e+00, 9.513964e-04, 1.031227e+00,
1.578283e-02, -8.092114e-04, 3.859269e+00, 7.453098e-04, 1.022181e+00,
1.704545e-02, -6.510959e-04, 3.804339e+00, 6.001802e-04, 1.014932e+00,
1.830808e-02, -5.361986e-04, 3.759552e+00, 4.942879e-04, 1.008988e+00,
1.957071e-02, -4.517316e-04, 3.722206e+00, 4.164261e-04, 1.004006e+00,
2.083333e-02, -3.893153e-04, 3.690346e+00, 3.590203e-04, 9.997391e-01,
2.209596e-02, -3.420216e-04, 3.662573e+00, 3.157354e-04, 9.960053e-01,
2.335859e-02, -3.043661e-04, 3.637998e+00, 2.807433e-04, 9.926906e-01,
2.462121e-02, -2.751917e-04, 3.615952e+00, 2.537776e-04, 9.897079e-01,
2.588384e-02, -2.531436e-04, 3.595836e+00, 2.334160e-04, 9.869785e-01,
2.714646e-02, -2.363626e-04, 3.577164e+00, 2.184052e-04, 9.844378e-01,
2.840909e-02, -2.211099e-04, 3.559686e+00, 2.043176e-04, 9.820533e-01,
2.967172e-02, -2.068728e-04, 3.543349e+00, 1.907654e-04, 9.798188e-01,
3.093434e-02, -1.954963e-04, 3.527993e+00, 1.804908e-04, 9.777135e-01,
3.219697e-02, -1.857390e-04, 3.513431e+00, 1.705025e-04, 9.757123e-01,
3.345960e-02, -1.802354e-04, 3.499431e+00, 1.665253e-04, 9.737839e-01,
3.472222e-02, -1.742869e-04, 3.485870e+00, 1.608636e-04, 9.719115e-01,
3.598485e-02, -1.681409e-04, 3.472759e+00, 1.553044e-04, 9.700973e-01,
3.724747e-02, -1.614732e-04, 3.460157e+00, 1.491030e-04, 9.683499e-01,
3.851010e-02, -1.552327e-04, 3.448061e+00, 1.432557e-04, 9.666693e-01,
3.977273e-02, -1.481894e-04, 3.436403e+00, 1.341917e-04, 9.650463e-01,
4.103535e-02, -1.461530e-04, 3.425022e+00, 1.333884e-04, 9.634588e-01,
4.229798e-02, -1.452109e-04, 3.413830e+00, 1.341964e-04, 9.618946e-01,
4.356061e-02, -1.421247e-04, 3.402834e+00, 1.313275e-04, 9.603547e-01,
4.482323e-02, -1.383742e-04, 3.392113e+00, 1.278684e-04, 9.588507e-01,
4.608586e-02, -1.342941e-04, 3.381693e+00, 1.240272e-04, 9.573862e-01,
4.734848e-02, -1.300683e-04, 3.371586e+00, 1.198353e-04, 9.559634e-01,
4.861111e-02, -1.251806e-04, 3.361771e+00, 1.133919e-04, 9.545795e-01,
