0, 3000, 5,
1.1550316862e+00, 2.4409666025e+01, 7.6090838172e-02, 2.5043203490e+05, 1.4506234920e-05, 
1.1570311207e+00, 1.5440228280e+00, 1.1363041814e-04, 2.4996478964e+05, 6.3074665419e-06, 
1.1594131056e+00, 4.0316591237e+01, 7.4819747003e-02, 2.5069983152e+05, 1.7528733890e-04, 
1.1594299361e+00, 4.0288164824e+01, 9.2308966729e-02, 2.5070248100e+05, 1.8382620848e-04, 
1.1551546099e+00, 1.8266458374e+01, 6.7515994224e-02, 2.5029044896e+05, 1.3051071499e-05, 
1.1553254813e+00, 9.2472296070e+00, 3.7755078351e-02, 2.5009186724e+05, 1.1271210845e-05, 
1.1554730779e+00, 5.3753872049e+00, 1.1031787815e-02, 2.5002202002e+05, 1.0513396569e-05, 
1.1556652244e+00, 3.9540302920e+00, 4.2890321735e-03, 2.5000507228e+05, 9.7070355258e-06, 
1.1558292309e+00, 3.2853461924e+00, 2.5860064590e-03, 2.4999897921e+05, 9.0695949225e-06, 
1.1559599167e+00, 2.8886993808e+00, 1.7388414838e-03, 2.4999626060e+05, 8.6252531465e-06, 
1.1560701042e+00, 2.6362585920e+00, 1.1486161297e-03, 2.4999545084e+05, 8.3203648281e-06, 
1.1561651147e+00, 2.4714437116e+00, 7.5895485503e-04, 2.4999553751e+05, 8.1067557118e-06, 
1.1562475481e+00, 2.3598552435e+00, 5.2141336642e-04, 2.4999600523e+05, 7.9528729537e-06, 
1.1563199538e+00, 2.2809069304e+00, 3.7631070736e-04, 2.4999663781e+05, 7.8390228443e-06, 
1.1563841817e+00, 2.2228296965e+00, 2.8141475236e-04, 2.4999732165e+05, 7.7526432533e-06, 
1.1564414678e+00, 2.1787032793e+00, 2.1690822479e-04, 2.4999796435e+05, 7.6854477034e-06, 
1.1564927915e+00, 2.1441788765e+00, 1.7216246178e-04, 2.4999851878e+05, 7.6318261362e-06, 
1.1565390826e+00, 2.1164261172e+00, 1.4013239848e-04, 2.4999900264e+05, 7.5879656842e-06, 
1.1565810272e+00, 2.0935761976e+00, 1.1661599541e-04, 2.4999942451e+05, 7.5512537357e-06, 
1.1566190812e+00, 2.0743290265e+00, 9.9321380951e-05, 2.4999977224e+05, 7.5198607297e-06, 
1.1566537253e+00, 2.0577483978e+00, 8.6499248696e-05, 2.5000005083e+05, 7.4924842066e-06, 
1.1566854674e+00, 2.0431961804e+00, 7.6483449359e-05, 2.5000028849e+05, 7.4681975119e-06, 
